Athlete_Name,Country,Coach,Team,Gold_Medals_Per_Country
Mlungwana Sifiso,South Africa,Notoane David,South Africa,1.0
Williams Ronwen,South Africa,Masha Mario,South Africa,1.0
Williams Ronwen,South Africa,Ncube Mthandazo,South Africa,1.0
Williams Ronwen,South Africa,Mahlangu Sibusiso,South Africa,1.0
Williams Ronwen,South Africa,Notoane David,South Africa,1.0
Ngcobo Nkosingiphile,South Africa,Masha Mario,South Africa,1.0
Ngcobo Nkosingiphile,South Africa,Ncube Mthandazo,South Africa,1.0
Ngcobo Nkosingiphile,South Africa,Mahlangu Sibusiso,South Africa,1.0
Ngcobo Nkosingiphile,South Africa,Notoane David,South Africa,1.0
Mpoto Mondli,South Africa,Masha Mario,South Africa,1.0
Mpoto Mondli,South Africa,Ncube Mthandazo,South Africa,1.0
Mpoto Mondli,South Africa,Mahlangu Sibusiso,South Africa,1.0
Mpoto Mondli,South Africa,Notoane David,South Africa,1.0
Arendse Kurt-lee,South Africa,Powell Neil,South Africa,1.0
Davids Zain,South Africa,Powell Neil,South Africa,1.0
Davids Selvyn,South Africa,Powell Neil,South Africa,1.0
Davids Angelo,South Africa,Powell Neil,South Africa,1.0
Du Preez Branco,South Africa,Powell Neil,South Africa,1.0
Geduld Justin,South Africa,Powell Neil,South Africa,1.0
Dry Chris,South Africa,Powell Neil,South Africa,1.0
Gans Stedman,South Africa,Powell Neil,South Africa,1.0
Visser Impi,South Africa,Powell Neil,South Africa,1.0
Makata Sakoyisa,South Africa,Powell Neil,South Africa,1.0
Pretorius Jc,South Africa,Powell Neil,South Africa,1.0
Soyizwapi Siviwe,South Africa,Powell Neil,South Africa,1.0
Abdulredha Mohamed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Alsamahiji Hasan,Bahrain,Krist Jansson Aron,Bahrain,0.0
Ali Hasan,Bahrain,Krist Jansson Aron,Bahrain,0.0
Fadhul Ahmed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Ali Ali Merza,Bahrain,Krist Jansson Aron,Bahrain,0.0
Habib Mahdi,Bahrain,Krist Jansson Aron,Bahrain,0.0
Eid Ali,Bahrain,Krist Jansson Aron,Bahrain,0.0
Almaqabi Ahmed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Ali Mohamed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Ahmed Mohamed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Mahfoodh Komail,Bahrain,Krist Jansson Aron,Bahrain,0.0
Mohamed Mohamed,Bahrain,Krist Jansson Aron,Bahrain,0.0
Mahfoodh Husain,Bahrain,Krist Jansson Aron,Bahrain,0.0
Fedotova Anastasia,ROC,Gaidukov Aleksandr,ROC,20.0
Bersneva Maria,ROC,Gaidukov Aleksandr,ROC,20.0
Glyzina Nadezhda,ROC,Gaidukov Aleksandr,ROC,20.0
Ivanova Evgeniya,ROC,Gaidukov Aleksandr,ROC,20.0
Karnaukh Anna,ROC,Gaidukov Aleksandr,ROC,20.0
Karimova Elvina,ROC,Gaidukov Aleksandr,ROC,20.0
Golovina Evgeniia,ROC,Gaidukov Aleksandr,ROC,20.0
Prokofyeva Ekaterina,ROC,Gaidukov Aleksandr,ROC,20.0
Soboleva Evgeniya,ROC,Gaidukov Aleksandr,ROC,20.0
Serzhantova Alena,ROC,Gaidukov Aleksandr,ROC,20.0
Timofeeva Anna,ROC,Gaidukov Aleksandr,ROC,20.0
Simanovich Anastasia,ROC,Gaidukov Aleksandr,ROC,20.0
Kalinina Viktoriia,ROC,Alekseev Alexey,ROC,20.0
Gorshkova Polina,ROC,Alekseev Alexey,ROC,20.0
Ilina Ekaterina,ROC,Alekseev Alexey,ROC,20.0
Dmitrieva Daria,ROC,Alekseev Alexey,ROC,20.0
Fomina Olga,ROC,Alekseev Alexey,ROC,20.0
Vyakhireva Anna,ROC,Alekseev Alexey,ROC,20.0
Sen Anna,ROC,Alekseev Alexey,ROC,20.0
Sedoykina Anna,ROC,Alekseev Alexey,ROC,20.0
Kuznetsova Polina,ROC,Alekseev Alexey,ROC,20.0
Mikhaylichenko Elena,ROC,Alekseev Alexey,ROC,20.0
Managarova Iuliia,ROC,Alekseev Alexey,ROC,20.0
Skorobogatchenko Antonina,ROC,Alekseev Alexey,ROC,20.0
Vedekhina Polina,ROC,Alekseev Alexey,ROC,20.0
Makeeva Kseniia,ROC,Alekseev Alexey,ROC,20.0
Kobzar Igor,ROC,Yurkin Sergey,ROC,20.0
Kobzar Igor,ROC,Sammelvuo Tuomas,ROC,20.0
Kobzar Igor,ROC,Konstantinov Aleksei,ROC,20.0
Kobzar Igor,ROC,Baryla Pawel,ROC,20.0
Kobzar Igor,ROC,Busato Sergio,ROC,20.0
Golubev Valentin,ROC,Yurkin Sergey,ROC,20.0
Golubev Valentin,ROC,Sammelvuo Tuomas,ROC,20.0
Golubev Valentin,ROC,Konstantinov Aleksei,ROC,20.0
Golubev Valentin,ROC,Baryla Pawel,ROC,20.0
Golubev Valentin,ROC,Busato Sergio,ROC,20.0
Fetisova Irina,ROC,Yurkin Sergey,ROC,20.0
Fetisova Irina,ROC,Sammelvuo Tuomas,ROC,20.0
Fetisova Irina,ROC,Konstantinov Aleksei,ROC,20.0
Fetisova Irina,ROC,Baryla Pawel,ROC,20.0
Fetisova Irina,ROC,Busato Sergio,ROC,20.0
Bogdan Denis,ROC,Yurkin Sergey,ROC,20.0
Bogdan Denis,ROC,Sammelvuo Tuomas,ROC,20.0
Bogdan Denis,ROC,Konstantinov Aleksei,ROC,20.0
Bogdan Denis,ROC,Baryla Pawel,ROC,20.0
Bogdan Denis,ROC,Busato Sergio,ROC,20.0
Koroleva Irina,ROC,Yurkin Sergey,ROC,20.0
Koroleva Irina,ROC,Sammelvuo Tuomas,ROC,20.0
Koroleva Irina,ROC,Konstantinov Aleksei,ROC,20.0
Koroleva Irina,ROC,Baryla Pawel,ROC,20.0
Koroleva Irina,ROC,Busato Sergio,ROC,20.0
Iakovlev Ivan,ROC,Yurkin Sergey,ROC,20.0
Iakovlev Ivan,ROC,Sammelvuo Tuomas,ROC,20.0
Iakovlev Ivan,ROC,Konstantinov Aleksei,ROC,20.0
Iakovlev Ivan,ROC,Baryla Pawel,ROC,20.0
Iakovlev Ivan,ROC,Busato Sergio,ROC,20.0
Enina Ekaterina,ROC,Yurkin Sergey,ROC,20.0
Enina Ekaterina,ROC,Sammelvuo Tuomas,ROC,20.0
Enina Ekaterina,ROC,Konstantinov Aleksei,ROC,20.0
Enina Ekaterina,ROC,Baryla Pawel,ROC,20.0
Enina Ekaterina,ROC,Busato Sergio,ROC,20.0
Fedorovtseva Arina,ROC,Yurkin Sergey,ROC,20.0
Fedorovtseva Arina,ROC,Sammelvuo Tuomas,ROC,20.0
Fedorovtseva Arina,ROC,Konstantinov Aleksei,ROC,20.0
Fedorovtseva Arina,ROC,Baryla Pawel,ROC,20.0
Fedorovtseva Arina,ROC,Busato Sergio,ROC,20.0
Kliuka Egor,ROC,Yurkin Sergey,ROC,20.0
Kliuka Egor,ROC,Sammelvuo Tuomas,ROC,20.0
Kliuka Egor,ROC,Konstantinov Aleksei,ROC,20.0
Kliuka Egor,ROC,Baryla Pawel,ROC,20.0
Kliuka Egor,ROC,Busato Sergio,ROC,20.0
Goncharova Nataliya,ROC,Yurkin Sergey,ROC,20.0
Goncharova Nataliya,ROC,Sammelvuo Tuomas,ROC,20.0
Goncharova Nataliya,ROC,Konstantinov Aleksei,ROC,20.0
Goncharova Nataliya,ROC,Baryla Pawel,ROC,20.0
Goncharova Nataliya,ROC,Busato Sergio,ROC,20.0
Volvich Artem,ROC,Yurkin Sergey,ROC,20.0
Volvich Artem,ROC,Sammelvuo Tuomas,ROC,20.0
Volvich Artem,ROC,Konstantinov Aleksei,ROC,20.0
Volvich Artem,ROC,Baryla Pawel,ROC,20.0
Volvich Artem,ROC,Busato Sergio,ROC,20.0
Podkopaeva Anna,ROC,Yurkin Sergey,ROC,20.0
Podkopaeva Anna,ROC,Sammelvuo Tuomas,ROC,20.0
Podkopaeva Anna,ROC,Konstantinov Aleksei,ROC,20.0
Podkopaeva Anna,ROC,Baryla Pawel,ROC,20.0
Podkopaeva Anna,ROC,Busato Sergio,ROC,20.0
Pankov Pavel,ROC,Yurkin Sergey,ROC,20.0
Pankov Pavel,ROC,Sammelvuo Tuomas,ROC,20.0
Pankov Pavel,ROC,Konstantinov Aleksei,ROC,20.0
Pankov Pavel,ROC,Baryla Pawel,ROC,20.0
Pankov Pavel,ROC,Busato Sergio,ROC,20.0
Pilipenko Daria,ROC,Yurkin Sergey,ROC,20.0
Pilipenko Daria,ROC,Sammelvuo Tuomas,ROC,20.0
Pilipenko Daria,ROC,Konstantinov Aleksei,ROC,20.0
Pilipenko Daria,ROC,Baryla Pawel,ROC,20.0
Pilipenko Daria,ROC,Busato Sergio,ROC,20.0
Matveeva Polina,ROC,Yurkin Sergey,ROC,20.0
Matveeva Polina,ROC,Sammelvuo Tuomas,ROC,20.0
Matveeva Polina,ROC,Konstantinov Aleksei,ROC,20.0
Matveeva Polina,ROC,Baryla Pawel,ROC,20.0
Matveeva Polina,ROC,Busato Sergio,ROC,20.0
Startseva Evgeniya,ROC,Yurkin Sergey,ROC,20.0
Startseva Evgeniya,ROC,Sammelvuo Tuomas,ROC,20.0
Startseva Evgeniya,ROC,Konstantinov Aleksei,ROC,20.0
Startseva Evgeniya,ROC,Baryla Pawel,ROC,20.0
Startseva Evgeniya,ROC,Busato Sergio,ROC,20.0
Lazareva Anna,ROC,Yurkin Sergey,ROC,20.0
Lazareva Anna,ROC,Sammelvuo Tuomas,ROC,20.0
Lazareva Anna,ROC,Konstantinov Aleksei,ROC,20.0
Lazareva Anna,ROC,Baryla Pawel,ROC,20.0
Lazareva Anna,ROC,Busato Sergio,ROC,20.0
Mikhaylov Maxim,ROC,Yurkin Sergey,ROC,20.0
Mikhaylov Maxim,ROC,Sammelvuo Tuomas,ROC,20.0
Mikhaylov Maxim,ROC,Konstantinov Aleksei,ROC,20.0
Mikhaylov Maxim,ROC,Baryla Pawel,ROC,20.0
Mikhaylov Maxim,ROC,Busato Sergio,ROC,20.0
Voronkova Irina,ROC,Yurkin Sergey,ROC,20.0
Voronkova Irina,ROC,Sammelvuo Tuomas,ROC,20.0
Voronkova Irina,ROC,Konstantinov Aleksei,ROC,20.0
Voronkova Irina,ROC,Baryla Pawel,ROC,20.0
Voronkova Irina,ROC,Busato Sergio,ROC,20.0
Smirnova Kseniia,ROC,Yurkin Sergey,ROC,20.0
Smirnova Kseniia,ROC,Sammelvuo Tuomas,ROC,20.0
Smirnova Kseniia,ROC,Konstantinov Aleksei,ROC,20.0
Smirnova Kseniia,ROC,Baryla Pawel,ROC,20.0
Smirnova Kseniia,ROC,Busato Sergio,ROC,20.0
Podlesnykh Yaroslav,ROC,Yurkin Sergey,ROC,20.0
Podlesnykh Yaroslav,ROC,Sammelvuo Tuomas,ROC,20.0
Podlesnykh Yaroslav,ROC,Konstantinov Aleksei,ROC,20.0
Podlesnykh Yaroslav,ROC,Baryla Pawel,ROC,20.0
Podlesnykh Yaroslav,ROC,Busato Sergio,ROC,20.0
Poletaev Victor,ROC,Yurkin Sergey,ROC,20.0
Poletaev Victor,ROC,Sammelvuo Tuomas,ROC,20.0
Poletaev Victor,ROC,Konstantinov Aleksei,ROC,20.0
Poletaev Victor,ROC,Baryla Pawel,ROC,20.0
Poletaev Victor,ROC,Busato Sergio,ROC,20.0
Khamidova Baizat,ROC,Kuzin Andrey,ROC,20.0
Danilova Iana,ROC,Kuzin Andrey,ROC,20.0
Baranchuk Anna,ROC,Kuzin Andrey,ROC,20.0
Lushina Daria,ROC,Kuzin Andrey,ROC,20.0
Pogrebniak Mariia,ROC,Kuzin Andrey,ROC,20.0
Noritsina Daria,ROC,Kuzin Andrey,ROC,20.0
Sozonova Nadezhda,ROC,Kuzin Andrey,ROC,20.0
Tiron Alena,ROC,Kuzin Andrey,ROC,20.0
Seredina Kristina,ROC,Kuzin Andrey,ROC,20.0
Shestakova Daria,ROC,Kuzin Andrey,ROC,20.0
Kukina Marina,ROC,Kuzin Andrey,ROC,20.0
Kolesnichenko Svetlana,ROC,Voronova Elena,ROC,20.0
Kolesnichenko Svetlana,ROC,Piskareva Ekaterina,ROC,20.0
Kolesnichenko Svetlana,ROC,Danchenko Tatiana,ROC,20.0
Kolesnichenko Svetlana,ROC,Gryzunova Elena,ROC,20.0
Goliadkina Maryna,ROC,Voronova Elena,ROC,20.0
Goliadkina Maryna,ROC,Piskareva Ekaterina,ROC,20.0
Goliadkina Maryna,ROC,Danchenko Tatiana,ROC,20.0
Goliadkina Maryna,ROC,Gryzunova Elena,ROC,20.0
Chigireva Vlada,ROC,Voronova Elena,ROC,20.0
Chigireva Vlada,ROC,Piskareva Ekaterina,ROC,20.0
Chigireva Vlada,ROC,Danchenko Tatiana,ROC,20.0
Chigireva Vlada,ROC,Gryzunova Elena,ROC,20.0
Shishkina Alla,ROC,Voronova Elena,ROC,20.0
Shishkina Alla,ROC,Piskareva Ekaterina,ROC,20.0
Shishkina Alla,ROC,Danchenko Tatiana,ROC,20.0
Shishkina Alla,ROC,Gryzunova Elena,ROC,20.0
Romashina Svetlana,ROC,Voronova Elena,ROC,20.0
Romashina Svetlana,ROC,Piskareva Ekaterina,ROC,20.0
Romashina Svetlana,ROC,Danchenko Tatiana,ROC,20.0
Romashina Svetlana,ROC,Gryzunova Elena,ROC,20.0
Shurochkina Maria,ROC,Voronova Elena,ROC,20.0
Shurochkina Maria,ROC,Piskareva Ekaterina,ROC,20.0
Shurochkina Maria,ROC,Danchenko Tatiana,ROC,20.0
Shurochkina Maria,ROC,Gryzunova Elena,ROC,20.0
Patskevich Alexandra,ROC,Piskareva Ekaterina,ROC,20.0
Patskevich Alexandra,ROC,Danchenko Tatiana,ROC,20.0
Patskevich Alexandra,ROC,Gryzunova Elena,ROC,20.0
Arango Estrada Monica,Colombia,Garcia Pizarro Paula,Colombia,0.0
Arango Estrada Monica,Colombia,Crespi Jaume Margalida,Colombia,0.0
Alvarez Piedrahita Estefania,Colombia,Garcia Pizarro Paula,Colombia,0.0
Alvarez Piedrahita Estefania,Colombia,Crespi Jaume Margalida,Colombia,0.0
Hafra Noemi,Hungary,Holanek Zoltan,Hungary,6.0
Hafra Noemi,Hungary,Elek Gabor,Hungary,6.0
Kisfaludy Anett,Hungary,Holanek Zoltan,Hungary,6.0
Kisfaludy Anett,Hungary,Elek Gabor,Hungary,6.0
Bordas Reka,Hungary,Holanek Zoltan,Hungary,6.0
Bordas Reka,Hungary,Elek Gabor,Hungary,6.0
Klujber Katrin Gitta,Hungary,Holanek Zoltan,Hungary,6.0
Klujber Katrin Gitta,Hungary,Elek Gabor,Hungary,6.0
Janurik Kinga,Hungary,Holanek Zoltan,Hungary,6.0
Janurik Kinga,Hungary,Elek Gabor,Hungary,6.0
Kovacsics Aniko,Hungary,Holanek Zoltan,Hungary,6.0
Kovacsics Aniko,Hungary,Elek Gabor,Hungary,6.0
Kiss Nikoletta,Hungary,Holanek Zoltan,Hungary,6.0
Kiss Nikoletta,Hungary,Elek Gabor,Hungary,6.0
Schatzl Nadine,Hungary,Holanek Zoltan,Hungary,6.0
Schatzl Nadine,Hungary,Elek Gabor,Hungary,6.0
Szollosi-zacsik Szandra,Hungary,Holanek Zoltan,Hungary,6.0
Szollosi-zacsik Szandra,Hungary,Elek Gabor,Hungary,6.0
Szucsanszki Zita,Hungary,Holanek Zoltan,Hungary,6.0
Szucsanszki Zita,Hungary,Elek Gabor,Hungary,6.0
Marton Greta,Hungary,Holanek Zoltan,Hungary,6.0
Marton Greta,Hungary,Elek Gabor,Hungary,6.0
Lukacs Viktoria,Hungary,Holanek Zoltan,Hungary,6.0
Lukacs Viktoria,Hungary,Elek Gabor,Hungary,6.0
Tomori Zsuzsanna,Hungary,Holanek Zoltan,Hungary,6.0
Tomori Zsuzsanna,Hungary,Elek Gabor,Hungary,6.0
Vamos Petra,Hungary,Holanek Zoltan,Hungary,6.0
Vamos Petra,Hungary,Elek Gabor,Hungary,6.0
Gangl Edina,Hungary,Marcz Tamas,Hungary,6.0
Gangl Edina,Hungary,Biro Attila,Hungary,6.0
Illes Anna,Hungary,Marcz Tamas,Hungary,6.0
Illes Anna,Hungary,Biro Attila,Hungary,6.0
Gyongyossy Aniko,Hungary,Marcz Tamas,Hungary,6.0
Gyongyossy Aniko,Hungary,Biro Attila,Hungary,6.0
Angyal Daniel,Hungary,Marcz Tamas,Hungary,6.0
Angyal Daniel,Hungary,Biro Attila,Hungary,6.0
Jansik Szilard,Hungary,Marcz Tamas,Hungary,6.0
Jansik Szilard,Hungary,Biro Attila,Hungary,6.0
Garda Krisztina,Hungary,Marcz Tamas,Hungary,6.0
Garda Krisztina,Hungary,Biro Attila,Hungary,6.0
Hosnyanszky Norbert,Hungary,Marcz Tamas,Hungary,6.0
Hosnyanszky Norbert,Hungary,Biro Attila,Hungary,6.0
Harai Balazs,Hungary,Marcz Tamas,Hungary,6.0
Harai Balazs,Hungary,Biro Attila,Hungary,6.0
Gurisatti Greta,Hungary,Marcz Tamas,Hungary,6.0
Gurisatti Greta,Hungary,Biro Attila,Hungary,6.0
Erdelyi Balazs,Hungary,Marcz Tamas,Hungary,6.0
Erdelyi Balazs,Hungary,Biro Attila,Hungary,6.0
Mezei Tamas,Hungary,Marcz Tamas,Hungary,6.0
Mezei Tamas,Hungary,Biro Attila,Hungary,6.0
Leimeter Dora,Hungary,Marcz Tamas,Hungary,6.0
Leimeter Dora,Hungary,Biro Attila,Hungary,6.0
Szilagyi Dorottya,Hungary,Marcz Tamas,Hungary,6.0
Szilagyi Dorottya,Hungary,Biro Attila,Hungary,6.0
Varga Denes,Hungary,Marcz Tamas,Hungary,6.0
Varga Denes,Hungary,Biro Attila,Hungary,6.0
Valyi Vanda,Hungary,Marcz Tamas,Hungary,6.0
Valyi Vanda,Hungary,Biro Attila,Hungary,6.0
Pasztor Matyas,Hungary,Marcz Tamas,Hungary,6.0
Pasztor Matyas,Hungary,Biro Attila,Hungary,6.0
Rybanska Natasa,Hungary,Marcz Tamas,Hungary,6.0
Rybanska Natasa,Hungary,Biro Attila,Hungary,6.0
Magyari Alda,Hungary,Marcz Tamas,Hungary,6.0
Magyari Alda,Hungary,Biro Attila,Hungary,6.0
Vogel Soma,Hungary,Marcz Tamas,Hungary,6.0
Vogel Soma,Hungary,Biro Attila,Hungary,6.0
Szucs Gabriella,Hungary,Marcz Tamas,Hungary,6.0
Szucs Gabriella,Hungary,Biro Attila,Hungary,6.0
Parkes Rebecca,Hungary,Marcz Tamas,Hungary,6.0
Parkes Rebecca,Hungary,Biro Attila,Hungary,6.0
Nagy Viktor,Hungary,Marcz Tamas,Hungary,6.0
Nagy Viktor,Hungary,Biro Attila,Hungary,6.0
Manhercz Krisztian,Hungary,Marcz Tamas,Hungary,6.0
Manhercz Krisztian,Hungary,Biro Attila,Hungary,6.0
Zalanki Gergo,Hungary,Marcz Tamas,Hungary,6.0
Zalanki Gergo,Hungary,Biro Attila,Hungary,6.0
Vamos Marton,Hungary,Marcz Tamas,Hungary,6.0
Vamos Marton,Hungary,Biro Attila,Hungary,6.0
Bakker Billy,Netherlands,Zijp Simon,Netherlands,10.0
Bakker Billy,Netherlands,Caldas Max,Netherlands,10.0
Bakker Billy,Netherlands,Annan Alyson,Netherlands,10.0
Bakker Billy,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Bakker Billy,Netherlands,Halkett Rhett,Netherlands,10.0
Blaak Pirmin,Netherlands,Zijp Simon,Netherlands,10.0
Blaak Pirmin,Netherlands,Caldas Max,Netherlands,10.0
Blaak Pirmin,Netherlands,Annan Alyson,Netherlands,10.0
Blaak Pirmin,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Blaak Pirmin,Netherlands,Halkett Rhett,Netherlands,10.0
Albers Felice,Netherlands,Zijp Simon,Netherlands,10.0
Albers Felice,Netherlands,Caldas Max,Netherlands,10.0
Albers Felice,Netherlands,Annan Alyson,Netherlands,10.0
Albers Felice,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Albers Felice,Netherlands,Halkett Rhett,Netherlands,10.0
De Waard Xan Gerdien,Netherlands,Zijp Simon,Netherlands,10.0
De Waard Xan Gerdien,Netherlands,Caldas Max,Netherlands,10.0
De Waard Xan Gerdien,Netherlands,Annan Alyson,Netherlands,10.0
De Waard Xan Gerdien,Netherlands,De Vos Robbert-jan,Netherlands,10.0
De Waard Xan Gerdien,Netherlands,Halkett Rhett,Netherlands,10.0
De Geus Jonas,Netherlands,Zijp Simon,Netherlands,10.0
De Geus Jonas,Netherlands,Caldas Max,Netherlands,10.0
De Geus Jonas,Netherlands,Annan Alyson,Netherlands,10.0
De Geus Jonas,Netherlands,De Vos Robbert-jan,Netherlands,10.0
De Geus Jonas,Netherlands,Halkett Rhett,Netherlands,10.0
De Mol Joep Paul Eric,Netherlands,Zijp Simon,Netherlands,10.0
De Mol Joep Paul Eric,Netherlands,Caldas Max,Netherlands,10.0
De Mol Joep Paul Eric,Netherlands,Annan Alyson,Netherlands,10.0
De Mol Joep Paul Eric,Netherlands,De Vos Robbert-jan,Netherlands,10.0
De Mol Joep Paul Eric,Netherlands,Halkett Rhett,Netherlands,10.0
De Wijn Sander Sebastiaan Robert,Netherlands,Zijp Simon,Netherlands,10.0
De Wijn Sander Sebastiaan Robert,Netherlands,Caldas Max,Netherlands,10.0
De Wijn Sander Sebastiaan Robert,Netherlands,Annan Alyson,Netherlands,10.0
De Wijn Sander Sebastiaan Robert,Netherlands,De Vos Robbert-jan,Netherlands,10.0
De Wijn Sander Sebastiaan Robert,Netherlands,Halkett Rhett,Netherlands,10.0
Koning Josine,Netherlands,Zijp Simon,Netherlands,10.0
Koning Josine,Netherlands,Caldas Max,Netherlands,10.0
Koning Josine,Netherlands,Annan Alyson,Netherlands,10.0
Koning Josine,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Koning Josine,Netherlands,Halkett Rhett,Netherlands,10.0
Brinkman Thierry,Netherlands,Zijp Simon,Netherlands,10.0
Brinkman Thierry,Netherlands,Caldas Max,Netherlands,10.0
Brinkman Thierry,Netherlands,Annan Alyson,Netherlands,10.0
Brinkman Thierry,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Brinkman Thierry,Netherlands,Halkett Rhett,Netherlands,10.0
Blok Justen,Netherlands,Zijp Simon,Netherlands,10.0
Blok Justen,Netherlands,Caldas Max,Netherlands,10.0
Blok Justen,Netherlands,Annan Alyson,Netherlands,10.0
Blok Justen,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Blok Justen,Netherlands,Halkett Rhett,Netherlands,10.0
Balk Lars,Netherlands,Zijp Simon,Netherlands,10.0
Balk Lars,Netherlands,Caldas Max,Netherlands,10.0
Balk Lars,Netherlands,Annan Alyson,Netherlands,10.0
Balk Lars,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Balk Lars,Netherlands,Halkett Rhett,Netherlands,10.0
Keetels Marloes Johanna Maria,Netherlands,Zijp Simon,Netherlands,10.0
Keetels Marloes Johanna Maria,Netherlands,Caldas Max,Netherlands,10.0
Keetels Marloes Johanna Maria,Netherlands,Annan Alyson,Netherlands,10.0
Keetels Marloes Johanna Maria,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Keetels Marloes Johanna Maria,Netherlands,Halkett Rhett,Netherlands,10.0
Kemperman Robbert,Netherlands,Zijp Simon,Netherlands,10.0
Kemperman Robbert,Netherlands,Caldas Max,Netherlands,10.0
Kemperman Robbert,Netherlands,Annan Alyson,Netherlands,10.0
Kemperman Robbert,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Kemperman Robbert,Netherlands,Halkett Rhett,Netherlands,10.0
Bovendeert Roel,Netherlands,Zijp Simon,Netherlands,10.0
Bovendeert Roel,Netherlands,Caldas Max,Netherlands,10.0
Bovendeert Roel,Netherlands,Annan Alyson,Netherlands,10.0
Bovendeert Roel,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Bovendeert Roel,Netherlands,Halkett Rhett,Netherlands,10.0
Hertzberger Jeroen,Netherlands,Zijp Simon,Netherlands,10.0
Hertzberger Jeroen,Netherlands,Caldas Max,Netherlands,10.0
Hertzberger Jeroen,Netherlands,Annan Alyson,Netherlands,10.0
Hertzberger Jeroen,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Hertzberger Jeroen,Netherlands,Halkett Rhett,Netherlands,10.0
De Goede Eva Roma Maria,Netherlands,Zijp Simon,Netherlands,10.0
De Goede Eva Roma Maria,Netherlands,Caldas Max,Netherlands,10.0
De Goede Eva Roma Maria,Netherlands,Annan Alyson,Netherlands,10.0
De Goede Eva Roma Maria,Netherlands,De Vos Robbert-jan,Netherlands,10.0
De Goede Eva Roma Maria,Netherlands,Halkett Rhett,Netherlands,10.0
Koolen Sanne Anne Leonie,Netherlands,Zijp Simon,Netherlands,10.0
Koolen Sanne Anne Leonie,Netherlands,Caldas Max,Netherlands,10.0
Koolen Sanne Anne Leonie,Netherlands,Annan Alyson,Netherlands,10.0
Koolen Sanne Anne Leonie,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Koolen Sanne Anne Leonie,Netherlands,Halkett Rhett,Netherlands,10.0
Croon Jorrit,Netherlands,Zijp Simon,Netherlands,10.0
Croon Jorrit,Netherlands,Caldas Max,Netherlands,10.0
Croon Jorrit,Netherlands,Annan Alyson,Netherlands,10.0
Croon Jorrit,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Croon Jorrit,Netherlands,Halkett Rhett,Netherlands,10.0
Schuurman Glenn,Netherlands,Zijp Simon,Netherlands,10.0
Schuurman Glenn,Netherlands,Caldas Max,Netherlands,10.0
Schuurman Glenn,Netherlands,Annan Alyson,Netherlands,10.0
Schuurman Glenn,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Schuurman Glenn,Netherlands,Halkett Rhett,Netherlands,10.0
Van Ass Severiano Boris,Netherlands,Zijp Simon,Netherlands,10.0
Van Ass Severiano Boris,Netherlands,Caldas Max,Netherlands,10.0
Van Ass Severiano Boris,Netherlands,Annan Alyson,Netherlands,10.0
Van Ass Severiano Boris,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Van Ass Severiano Boris,Netherlands,Halkett Rhett,Netherlands,10.0
Matla Frederique,Netherlands,Zijp Simon,Netherlands,10.0
Matla Frederique,Netherlands,Caldas Max,Netherlands,10.0
Matla Frederique,Netherlands,Annan Alyson,Netherlands,10.0
Matla Frederique,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Matla Frederique,Netherlands,Halkett Rhett,Netherlands,10.0
Nunnink Laura Maria,Netherlands,Zijp Simon,Netherlands,10.0
Nunnink Laura Maria,Netherlands,Caldas Max,Netherlands,10.0
Nunnink Laura Maria,Netherlands,Annan Alyson,Netherlands,10.0
Nunnink Laura Maria,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Nunnink Laura Maria,Netherlands,Halkett Rhett,Netherlands,10.0
Leurink Laurien,Netherlands,Zijp Simon,Netherlands,10.0
Leurink Laurien,Netherlands,Caldas Max,Netherlands,10.0
Leurink Laurien,Netherlands,Annan Alyson,Netherlands,10.0
Leurink Laurien,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Leurink Laurien,Netherlands,Halkett Rhett,Netherlands,10.0
Van Geffen Margot,Netherlands,Zijp Simon,Netherlands,10.0
Van Geffen Margot,Netherlands,Caldas Max,Netherlands,10.0
Van Geffen Margot,Netherlands,Annan Alyson,Netherlands,10.0
Van Geffen Margot,Netherlands,De Vos Robbert-jan,Netherlands,10.0
Van Geffen Margot,Netherlands,Halkett Rhett,Netherlands,10.0
Moes Freeke,Netherlands,Zijp Simon,Netherlands,10.0
