Athlete_Name,Country,Coach,Team,Gold_Medals_Per_Country
Sirina Jakub,Czech Republic,Mirejovsky Michal,Czech Republic,4.0
Sirina Jakub,Czech Republic,Ginzburg Ronen,Czech Republic,4.0
Sehnal Ondrej,Czech Republic,Mirejovsky Michal,Czech Republic,4.0
Sehnal Ondrej,Czech Republic,Ginzburg Ronen,Czech Republic,4.0
Gil Kreling Fernando,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Gil Kreling Fernando,Brazil,Dal Zotto Renan,Brazil,7.0
De Souza Mauricio Luiz,Brazil,Guimaraes Jose Roberto,Brazil,7.0
De Souza Mauricio Luiz,Brazil,Dal Zotto Renan,Brazil,7.0
Borges Almeida Silva Mauricio,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Borges Almeida Silva Mauricio,Brazil,Dal Zotto Renan,Brazil,7.0
De Oliveira Saad Gattaz Caroline,Brazil,Guimaraes Jose Roberto,Brazil,7.0
De Oliveira Saad Gattaz Caroline,Brazil,Dal Zotto Renan,Brazil,7.0
Braga Guimaraes Gabriela,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Braga Guimaraes Gabriela,Brazil,Dal Zotto Renan,Brazil,7.0
Correa Ana Beatriz,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Correa Ana Beatriz,Brazil,Dal Zotto Renan,Brazil,7.0
Correia De Souza Douglas,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Correia De Souza Douglas,Brazil,Dal Zotto Renan,Brazil,7.0
De Souza Wallace,Brazil,Guimaraes Jose Roberto,Brazil,7.0
De Souza Wallace,Brazil,Dal Zotto Renan,Brazil,7.0
Da Silva Ana Carolina,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Da Silva Ana Carolina,Brazil,Dal Zotto Renan,Brazil,7.0
Brait Camila,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Brait Camila,Brazil,Dal Zotto Renan,Brazil,7.0
Caixeta Tandara,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Caixeta Tandara,Brazil,Dal Zotto Renan,Brazil,7.0
Rodrigues Fernanda,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Rodrigues Fernanda,Brazil,Dal Zotto Renan,Brazil,7.0
Montibeller Rosamaria,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Montibeller Rosamaria,Brazil,Dal Zotto Renan,Brazil,7.0
Souza Ricardo Lucarelli,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Souza Ricardo Lucarelli,Brazil,Dal Zotto Renan,Brazil,7.0
Pereira Natalia,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Pereira Natalia,Brazil,Dal Zotto Renan,Brazil,7.0
Santos Isac,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Santos Isac,Brazil,Dal Zotto Renan,Brazil,7.0
Menezes Oliveira De Souza Ana Cris.,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Menezes Oliveira De Souza Ana Cris.,Brazil,Dal Zotto Renan,Brazil,7.0
Souza Alan,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Souza Alan,Brazil,Dal Zotto Renan,Brazil,7.0
Ratzke Roberta Silva,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Ratzke Roberta Silva,Brazil,Dal Zotto Renan,Brazil,7.0
Saatkamp Lucas,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Saatkamp Lucas,Brazil,Dal Zotto Renan,Brazil,7.0
Silva Carneiro Macris Fernanda,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Silva Carneiro Macris Fernanda,Brazil,Dal Zotto Renan,Brazil,7.0
Leal Hidalgo Yoandy,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Leal Hidalgo Yoandy,Brazil,Dal Zotto Renan,Brazil,7.0
Rezende Bruno Mossa,Brazil,Guimaraes Jose Roberto,Brazil,7.0
Rezende Bruno Mossa,Brazil,Dal Zotto Renan,Brazil,7.0
Costa Thalia,Brazil,Broderick William,Brazil,7.0
Dos Santos Silva Leila,Brazil,Broderick William,Brazil,7.0
Cerullo Isadora,Brazil,Broderick William,Brazil,7.0
Fioravanti Costa Marina,Brazil,Broderick William,Brazil,7.0
Campos Luiza,Brazil,Broderick William,Brazil,7.0
Da Silva Costa Thalita,Brazil,Broderick William,Brazil,7.0
Kochhann Raquel,Brazil,Broderick William,Brazil,7.0
Nicolau Mariana,Brazil,Broderick William,Brazil,7.0
Scatrut Haline,Brazil,Broderick William,Brazil,7.0
Silva Bianca,Brazil,Broderick William,Brazil,7.0
Zanellato Rafaela,Brazil,Broderick William,Brazil,7.0
Ribeiro Aline,Brazil,Broderick William,Brazil,7.0
Amorim Taleska Eduarda,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Amorim Taleska Eduarda,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Dutra Leonardo,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Dutra Leonardo,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Do Nascimento Alexandra,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Do Nascimento Alexandra,Brazil,Duenas De Galarza Jorge,Brazil,7.0
De Arruda Renata,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
De Arruda Renata,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Hackbarth Rudolph,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Hackbarth Rudolph,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Chiuffa Fabio,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Chiuffa Fabio,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Da Rosa Rangel,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Da Rosa Rangel,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Arenhart Barbara,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Arenhart Barbara,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Araujo Larissa,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Araujo Larissa,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Bitolo Gabriela,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Bitolo Gabriela,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Borges Felipe,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Borges Felipe,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Da Rocha Dayane,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Da Rocha Dayane,Brazil,Duenas De Galarza Jorge,Brazil,7.0
De Araujo Tamires,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
De Araujo Tamires,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Guarieiro Giulia,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Guarieiro Giulia,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Cardoso Adriana,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Cardoso Adriana,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Moraes Rogerio,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Moraes Rogerio,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Langaro Haniel,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Langaro Haniel,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Vial Tercariol Leonardo,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Vial Tercariol Leonardo,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Matieli Patricia,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Matieli Patricia,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Toledo Jose Guilherme,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Toledo Jose Guilherme,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Torriani Guilherme,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Torriani Guilherme,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Petrus Thiagus,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Petrus Thiagus,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Rodrigues Gustavo,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Rodrigues Gustavo,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Vieira Samara,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Vieira Samara,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Teixeira Vinicius,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Teixeira Vinicius,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Ventura Livia,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Ventura Livia,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Silva Joao Pedro,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Silva Joao Pedro,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Rodrigues Belo Ana Paula,Brazil,De Oliveira Marcus Ricardo,Brazil,7.0
Rodrigues Belo Ana Paula,Brazil,Duenas De Galarza Jorge,Brazil,7.0
Aline,Brazil,Sundhage Pia Mariane,Brazil,7.0
Aline,Brazil,Jardine Andre,Brazil,7.0
Claudinho,Brazil,Sundhage Pia Mariane,Brazil,7.0
Claudinho,Brazil,Jardine Andre,Brazil,7.0
Guimaraes Bruno,Brazil,Sundhage Pia Mariane,Brazil,7.0
Guimaraes Bruno,Brazil,Jardine Andre,Brazil,7.0
Brenno,Brazil,Sundhage Pia Mariane,Brazil,7.0
Brenno,Brazil,Jardine Andre,Brazil,7.0
Graca Ricardo,Brazil,Sundhage Pia Mariane,Brazil,7.0
Graca Ricardo,Brazil,Jardine Andre,Brazil,7.0
Fuchs Bruno,Brazil,Sundhage Pia Mariane,Brazil,7.0
Fuchs Bruno,Brazil,Jardine Andre,Brazil,7.0
Barbara,Brazil,Sundhage Pia Mariane,Brazil,7.0
Barbara,Brazil,Jardine Andre,Brazil,7.0
Douglas Luiz,Brazil,Sundhage Pia Mariane,Brazil,7.0
Douglas Luiz,Brazil,Jardine Andre,Brazil,7.0
Duda,Brazil,Sundhage Pia Mariane,Brazil,7.0
Duda,Brazil,Jardine Andre,Brazil,7.0
Diego Carlos,Brazil,Sundhage Pia Mariane,Brazil,7.0
Diego Carlos,Brazil,Jardine Andre,Brazil,7.0
Benites Bruna,Brazil,Sundhage Pia Mariane,Brazil,7.0
Benites Bruna,Brazil,Jardine Andre,Brazil,7.0
Julia,Brazil,Sundhage Pia Mariane,Brazil,7.0
Julia,Brazil,Jardine Andre,Brazil,7.0
Arana Guilherme,Brazil,Sundhage Pia Mariane,Brazil,7.0
Arana Guilherme,Brazil,Jardine Andre,Brazil,7.0
Jucinara,Brazil,Sundhage Pia Mariane,Brazil,7.0
Jucinara,Brazil,Jardine Andre,Brazil,7.0
Giovana,Brazil,Sundhage Pia Mariane,Brazil,7.0
Giovana,Brazil,Jardine Andre,Brazil,7.0
Erika,Brazil,Sundhage Pia Mariane,Brazil,7.0
Erika,Brazil,Jardine Andre,Brazil,7.0
Beatriz,Brazil,Sundhage Pia Mariane,Brazil,7.0
Beatriz,Brazil,Jardine Andre,Brazil,7.0
Debinha,Brazil,Sundhage Pia Mariane,Brazil,7.0
Debinha,Brazil,Jardine Andre,Brazil,7.0
Antony,Brazil,Sundhage Pia Mariane,Brazil,7.0
Antony,Brazil,Jardine Andre,Brazil,7.0
Alves Dani,Brazil,Sundhage Pia Mariane,Brazil,7.0
Alves Dani,Brazil,Jardine Andre,Brazil,7.0
Andressa,Brazil,Sundhage Pia Mariane,Brazil,7.0
Andressa,Brazil,Jardine Andre,Brazil,7.0
Andressinha,Brazil,Sundhage Pia Mariane,Brazil,7.0
Andressinha,Brazil,Jardine Andre,Brazil,7.0
Cunha Matheus,Brazil,Sundhage Pia Mariane,Brazil,7.0
Cunha Matheus,Brazil,Jardine Andre,Brazil,7.0
Formiga,Brazil,Sundhage Pia Mariane,Brazil,7.0
Formiga,Brazil,Jardine Andre,Brazil,7.0
Nino,Brazil,Sundhage Pia Mariane,Brazil,7.0
Nino,Brazil,Jardine Andre,Brazil,7.0
Rafaelle,Brazil,Sundhage Pia Mariane,Brazil,7.0
Rafaelle,Brazil,Jardine Andre,Brazil,7.0
Tamires,Brazil,Sundhage Pia Mariane,Brazil,7.0
Tamires,Brazil,Jardine Andre,Brazil,7.0
Paulinho,Brazil,Sundhage Pia Mariane,Brazil,7.0
Paulinho,Brazil,Jardine Andre,Brazil,7.0
Leticia,Brazil,Sundhage Pia Mariane,Brazil,7.0
Leticia,Brazil,Jardine Andre,Brazil,7.0
Martinelli Gabriel,Brazil,Sundhage Pia Mariane,Brazil,7.0
Martinelli Gabriel,Brazil,Jardine Andre,Brazil,7.0
Matheus Henrique,Brazil,Sundhage Pia Mariane,Brazil,7.0
Matheus Henrique,Brazil,Jardine Andre,Brazil,7.0
Poliana,Brazil,Sundhage Pia Mariane,Brazil,7.0
Poliana,Brazil,Jardine Andre,Brazil,7.0
Richarlison,Brazil,Sundhage Pia Mariane,Brazil,7.0
Richarlison,Brazil,Jardine Andre,Brazil,7.0
Malcom,Brazil,Sundhage Pia Mariane,Brazil,7.0
Malcom,Brazil,Jardine Andre,Brazil,7.0
Reinier,Brazil,Sundhage Pia Mariane,Brazil,7.0
Reinier,Brazil,Jardine Andre,Brazil,7.0
Santos Leticia,Brazil,Sundhage Pia Mariane,Brazil,7.0
Santos Leticia,Brazil,Jardine Andre,Brazil,7.0
Santos,Brazil,Sundhage Pia Mariane,Brazil,7.0
Santos,Brazil,Jardine Andre,Brazil,7.0
Ludmila,Brazil,Sundhage Pia Mariane,Brazil,7.0
Ludmila,Brazil,Jardine Andre,Brazil,7.0
Marta,Brazil,Sundhage Pia Mariane,Brazil,7.0
Marta,Brazil,Jardine Andre,Brazil,7.0
Menino Gabriel,Brazil,Sundhage Pia Mariane,Brazil,7.0
Menino Gabriel,Brazil,Jardine Andre,Brazil,7.0
Lucao,Brazil,Sundhage Pia Mariane,Brazil,7.0
Lucao,Brazil,Jardine Andre,Brazil,7.0
Atieno Camilla,Kenya,Oloo Felix,Kenya,4.0
Atieno Camilla,Kenya,Simiyu Innocent,Kenya,4.0
Injera Collins,Kenya,Oloo Felix,Kenya,4.0
Injera Collins,Kenya,Simiyu Innocent,Kenya,4.0
Amonde Andrew,Kenya,Oloo Felix,Kenya,4.0
Amonde Andrew,Kenya,Simiyu Innocent,Kenya,4.0
Agero Eden,Kenya,Oloo Felix,Kenya,4.0
Agero Eden,Kenya,Simiyu Innocent,Kenya,4.0
Ambaka Willy,Kenya,Oloo Felix,Kenya,4.0
Ambaka Willy,Kenya,Simiyu Innocent,Kenya,4.0
Humwa Herman,Kenya,Oloo Felix,Kenya,4.0
Humwa Herman,Kenya,Simiyu Innocent,Kenya,4.0
Oluoch Jeff,Kenya,Oloo Felix,Kenya,4.0
Oluoch Jeff,Kenya,Simiyu Innocent,Kenya,4.0
Wambui Leah,Kenya,Oloo Felix,Kenya,4.0
Wambui Leah,Kenya,Simiyu Innocent,Kenya,4.0
Ouma Grace,Kenya,Oloo Felix,Kenya,4.0
Ouma Grace,Kenya,Simiyu Innocent,Kenya,4.0
Okumu Judith,Kenya,Oloo Felix,Kenya,4.0
Okumu Judith,Kenya,Simiyu Innocent,Kenya,4.0
Olando Philadelphia,Kenya,Oloo Felix,Kenya,4.0
Olando Philadelphia,Kenya,Simiyu Innocent,Kenya,4.0
Otieno Alvin,Kenya,Oloo Felix,Kenya,4.0
Otieno Alvin,Kenya,Simiyu Innocent,Kenya,4.0
Taabu Daniel,Kenya,Oloo Felix,Kenya,4.0
Taabu Daniel,Kenya,Simiyu Innocent,Kenya,4.0
Oyoo Nelson,Kenya,Oloo Felix,Kenya,4.0
Oyoo Nelson,Kenya,Simiyu Innocent,Kenya,4.0
Olindi Johnstone,Kenya,Oloo Felix,Kenya,4.0
Olindi Johnstone,Kenya,Simiyu Innocent,Kenya,4.0
Lindo Christabel,Kenya,Oloo Felix,Kenya,4.0
Lindo Christabel,Kenya,Simiyu Innocent,Kenya,4.0
Ndunde Sarah,Kenya,Oloo Felix,Kenya,4.0
Ndunde Sarah,Kenya,Simiyu Innocent,Kenya,4.0
Omondi Sinaida,Kenya,Oloo Felix,Kenya,4.0
Omondi Sinaida,Kenya,Simiyu Innocent,Kenya,4.0
Onyala Vincent,Kenya,Oloo Felix,Kenya,4.0
Onyala Vincent,Kenya,Simiyu Innocent,Kenya,4.0
Odhiambo Billy,Kenya,Oloo Felix,Kenya,4.0
Odhiambo Billy,Kenya,Simiyu Innocent,Kenya,4.0
Okwach Vivian,Kenya,Oloo Felix,Kenya,4.0
Okwach Vivian,Kenya,Simiyu Innocent,Kenya,4.0
Kasaya Leonida,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Kasaya Leonida,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Kasaya Leonida,Kenya,De Moura Luizomar,Kenya,4.0
Emaniman Gladys Ekaru,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Emaniman Gladys Ekaru,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Emaniman Gladys Ekaru,Kenya,De Moura Luizomar,Kenya,4.0
Kiprono Sharon Chepchumba,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Kiprono Sharon Chepchumba,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Kiprono Sharon Chepchumba,Kenya,De Moura Luizomar,Kenya,4.0
Chemtai Emmaculate,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Chemtai Emmaculate,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Chemtai Emmaculate,Kenya,De Moura Luizomar,Kenya,4.0
Kaei Lorine Chebet,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Kaei Lorine Chebet,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Kaei Lorine Chebet,Kenya,De Moura Luizomar,Kenya,4.0
Jepkirui Pamela,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Jepkirui Pamela,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Jepkirui Pamela,Kenya,De Moura Luizomar,Kenya,4.0
Kundu Agripina Khayesi,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Kundu Agripina Khayesi,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Kundu Agripina Khayesi,Kenya,De Moura Luizomar,Kenya,4.0
Lusenaka Joy,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Lusenaka Joy,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Lusenaka Joy,Kenya,De Moura Luizomar,Kenya,4.0
Wairimu Jane Wacu,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Wairimu Jane Wacu,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Wairimu Jane Wacu,Kenya,De Moura Luizomar,Kenya,4.0
Moim Mercy,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Moim Mercy,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Moim Mercy,Kenya,De Moura Luizomar,Kenya,4.0
Murambi Noel,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Murambi Noel,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Murambi Noel,Kenya,De Moura Luizomar,Kenya,4.0
Mukuvilani Edith,Kenya,Vitorino De Souza Marcelo,Kenya,4.0
Mukuvilani Edith,Kenya,Lopes Barbosa Leonard,Kenya,4.0
Mukuvilani Edith,Kenya,De Moura Luizomar,Kenya,4.0
Doncic Luka,Slovenia,Sekulic Aleksander,Slovenia,3.0
Doncic Luka,Slovenia,Macek Anze,Slovenia,3.0
Dragic Zoran,Slovenia,Sekulic Aleksander,Slovenia,3.0
Dragic Zoran,Slovenia,Macek Anze,Slovenia,3.0
Dragic Zoran,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Cebasek Jakob,Slovenia,Sekulic Aleksander,Slovenia,3.0
Cebasek Jakob,Slovenia,Macek Anze,Slovenia,3.0
Cebasek Jakob,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Dimec Ziga,Slovenia,Sekulic Aleksander,Slovenia,3.0
Dimec Ziga,Slovenia,Macek Anze,Slovenia,3.0
Dimec Ziga,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Cancar Vlatko,Slovenia,Sekulic Aleksander,Slovenia,3.0
Cancar Vlatko,Slovenia,Macek Anze,Slovenia,3.0
Cancar Vlatko,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Hrovat Gregor,Slovenia,Sekulic Aleksander,Slovenia,3.0
Hrovat Gregor,Slovenia,Macek Anze,Slovenia,3.0
Hrovat Gregor,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Blazic Jaka,Slovenia,Sekulic Aleksander,Slovenia,3.0
Blazic Jaka,Slovenia,Macek Anze,Slovenia,3.0
Blazic Jaka,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Prepelic Klemen,Slovenia,Sekulic Aleksander,Slovenia,3.0
Prepelic Klemen,Slovenia,Macek Anze,Slovenia,3.0
Prepelic Klemen,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Tobey Mike,Slovenia,Sekulic Aleksander,Slovenia,3.0
Tobey Mike,Slovenia,Macek Anze,Slovenia,3.0
Tobey Mike,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Rupnik Luka,Slovenia,Sekulic Aleksander,Slovenia,3.0
Rupnik Luka,Slovenia,Macek Anze,Slovenia,3.0
Rupnik Luka,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Nikolic Aleksej,Slovenia,Sekulic Aleksander,Slovenia,3.0
Nikolic Aleksej,Slovenia,Macek Anze,Slovenia,3.0
Nikolic Aleksej,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Muric Edo,Slovenia,Sekulic Aleksander,Slovenia,3.0
Muric Edo,Slovenia,Macek Anze,Slovenia,3.0
Muric Edo,Slovenia,Drobnjak Dragisa,Slovenia,3.0
Asencio Jairo,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Bautista Jose,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Alvarez Dario,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Baldwin Roldani,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Dominguez Martinez Camil Inmaculada,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Guzman Jeison,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Castillo Luis,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Cabrera Melky,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Gonzalez Lopez Gaila Ceneida,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Crisostomo Cristopher,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Goris Diego,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Castillo Brenda,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Garcia Junior,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Diaz Jose,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Bonifacio Emilio,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
De La Cruz De Pena Bethania,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Eve Mejia Lisvel Elisa,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Sanchez Angel,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Martinez Caro Larysmer,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Reyes Denyi,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Martinez Jineiry,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Rodriguez Julio,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Martinez Brayelin Elizabeth,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Mieses Johan,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Nunez Gustavo,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Marte Frica Niverka Dharlenis,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Vargas Valdez Annerys Victoria,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Rosso Ramon,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Marinez Jhan,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Pena Isabel Yonkaira Paola,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Perez Yefri,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Rivera Brens Prisilla,Dominican Republic,Kwiek Marcos,Dominican Rep.,0.0
Valdes Raul,Dominican Republic,Garcia Herrera Manuel,Dominican Rep.,0.0
Iwano Kaho,Japan,Motomiya Makihiro,Japan,27.0
Iwano Kaho,Japan,Omoto Yoji,Japan,27.0
Koide Miku,Japan,Motomiya Makihiro,Japan,27.0
Koide Miku,Japan,Omoto Yoji,Japan,27.0
Araki Kenta,Japan,Motomiya Makihiro,Japan,27.0
Araki Kenta,Japan,Omoto Yoji,Japan,27.0
Koppu Harukiirario,Japan,Motomiya Makihiro,Japan,27.0
Koppu Harukiirario,Japan,Omoto Yoji,Japan,27.0
Kawaguchi Kako,Japan,Motomiya Makihiro,Japan,27.0
Kawaguchi Kako,Japan,Omoto Yoji,Japan,27.0
Hashida Maiko,Japan,Motomiya Makihiro,Japan,27.0
Hashida Maiko,Japan,Omoto Yoji,Japan,27.0
Adachi Seiya,Japan,Motomiya Makihiro,Japan,27.0
Adachi Seiya,Japan,Omoto Yoji,Japan,27.0
Inaba Yusuke,Japan,Motomiya Makihiro,Japan,27.0
Inaba Yusuke,Japan,Omoto Yoji,Japan,27.0
Arai Atsushi,Japan,Motomiya Makihiro,Japan,27.0
Arai Atsushi,Japan,Omoto Yoji,Japan,27.0
Inaba Akari,Japan,Motomiya Makihiro,Japan,27.0
Inaba Akari,Japan,Omoto Yoji,Japan,27.0
Fukushima Tomoyoshi,Japan,Motomiya Makihiro,Japan,27.0
Fukushima Tomoyoshi,Japan,Omoto Yoji,Japan,27.0
Niizawa Yuki,Japan,Motomiya Makihiro,Japan,27.0
Niizawa Yuki,Japan,Omoto Yoji,Japan,27.0
Shioya Minami,Japan,Motomiya Makihiro,Japan,27.0
Shioya Minami,Japan,Omoto Yoji,Japan,27.0
Okawa Keigo,Japan,Motomiya Makihiro,Japan,27.0
Okawa Keigo,Japan,Omoto Yoji,Japan,27.0
Yoshida Takuma,Japan,Motomiya Makihiro,Japan,27.0
Yoshida Takuma,Japan,Omoto Yoji,Japan,27.0
Shimizu Yusuke,Japan,Motomiya Makihiro,Japan,27.0
Shimizu Yusuke,Japan,Omoto Yoji,Japan,27.0
Miura Rikako,Japan,Motomiya Makihiro,Japan,27.0
Miura Rikako,Japan,Omoto Yoji,Japan,27.0
Shiga Mitsuaki,Japan,Motomiya Makihiro,Japan,27.0
Shiga Mitsuaki,Japan,Omoto Yoji,Japan,27.0
Yamamoto Minori,Japan,Motomiya Makihiro,Japan,27.0
Yamamoto Minori,Japan,Omoto Yoji,Japan,27.0
Tokumoto Marina,Japan,Motomiya Makihiro,Japan,27.0
Tokumoto Marina,Japan,Omoto Yoji,Japan,27.0
Kudo Kyoko,Japan,Motomiya Makihiro,Japan,27.0
Kudo Kyoko,Japan,Omoto Yoji,Japan,27.0
Ura Eruna,Japan,Motomiya Makihiro,Japan,27.0
Ura Eruna,Japan,Omoto Yoji,Japan,27.0
Takata Mitsuru,Japan,Motomiya Makihiro,Japan,27.0
Takata Mitsuru,Japan,Omoto Yoji,Japan,27.0
